event_id,user_id,event_type,event_date,product_id,amount,traffic_source
6497,3985,add_to_cart,55:17.6,101,,organic
3338,2267,payment_info,00:26.3,201,,email
6498,3985,checkout_start,01:17.6,101,,organic
3339,2267,purchase,02:26.3,201,119.36,email
8097,4816,page_view,06:09.6,201,,social
8098,4816,add_to_cart,15:09.6,201,,social
9840,5722,page_view,26:41.4,205,,social
1335,1197,page_view,43:25.3,102,,paid_ads
10053,5825,page_view,45:02.8,102,,email
5361,3352,page_view,58:35.2,101,,organic
7399,4455,page_view,01:36.7,205,,social
10054,5825,add_to_cart,04:02.8,102,,email
5340,3335,page_view,38:40.8,102,,organic
8265,4901,page_view,46:47.4,102,,organic
1072,1040,page_view,49:37.5,102,,social
4819,3046,page_view,51:04.8,101,,social
2659,1909,page_view,03:05.5,305,,paid_ads
8266,4901,add_to_cart,06:47.4,102,,organic
3173,2181,page_view,08:46.5,201,,organic
9356,5480,page_view,15:30.5,404,,paid_ads
8267,4901,checkout_start,16:47.4,102,,organic
9357,5480,add_to_cart,17:30.5,404,,paid_ads
8268,4901,payment_info,21:47.4,102,,organic
8269,4901,purchase,23:47.4,102,21.87,organic
3174,2181,add_to_cart,24:46.5,201,,organic
4076,2655,page_view,30:49.4,201,,paid_ads
6871,4194,page_view,32:24.6,404,,paid_ads
6564,4016,page_view,32:26.7,404,,social
4605,2931,page_view,04:04.2,305,,social
1174,1100,page_view,06:43.4,205,,social
1175,1100,add_to_cart,09:43.4,205,,social
4606,2931,add_to_cart,13:04.2,305,,social
4607,2931,checkout_start,20:04.2,305,,social
4608,2931,payment_info,25:04.2,305,,social
3304,2247,page_view,33:50.9,205,,organic
6217,3825,page_view,33:53.3,102,,organic
6789,4140,page_view,50:46.7,404,,paid_ads
5029,3160,page_view,55:44.4,102,,organic
1404,1234,page_view,59:39.9,201,,organic
9492,5541,page_view,02:46.0,101,,paid_ads
5756,3568,page_view,09:46.6,205,,organic
5757,3568,add_to_cart,14:46.6,205,,organic
5758,3568,checkout_start,15:46.6,205,,organic
1244,1139,page_view,16:39.5,101,,social
3260,2223,page_view,17:03.9,201,,paid_ads
5759,3568,payment_info,22:46.6,205,,organic
3840,2537,page_view,24:18.8,102,,email
5760,3568,purchase,27:46.6,205,142.27,organic
1474,1268,page_view,29:46.8,201,,social
7619,4572,page_view,32:24.4,101,,paid_ads
3841,2537,add_to_cart,36:18.8,102,,email
7620,4572,add_to_cart,37:24.4,101,,paid_ads
7621,4572,checkout_start,41:24.4,101,,paid_ads
3842,2537,checkout_start,43:18.8,102,,email
7622,4572,payment_info,43:24.4,101,,paid_ads
3843,2537,payment_info,45:18.8,102,,email
3844,2537,purchase,46:18.8,102,128.29,email
7623,4572,purchase,47:24.4,101,133.05,paid_ads
5536,3456,page_view,57:26.4,404,,paid_ads
1122,1072,page_view,00:15.4,404,,email
9026,5299,page_view,00:25.7,305,,email
1123,1072,add_to_cart,07:15.4,404,,email
9027,5299,add_to_cart,09:25.7,305,,email
9028,5299,checkout_start,11:25.7,305,,email
2785,1968,page_view,12:39.4,404,,social
9029,5299,payment_info,17:25.7,305,,email
9030,5299,purchase,19:25.7,305,128.83,email
2786,1968,add_to_cart,22:39.4,404,,social
9550,5571,page_view,29:09.8,201,,organic
2787,1968,checkout_start,29:39.4,404,,social
3370,2277,page_view,31:11.3,305,,organic
2788,1968,payment_info,32:39.4,404,,social
2789,1968,purchase,33:39.4,404,121.12,social
7018,4277,page_view,34:33.8,404,,social
9551,5571,add_to_cart,40:09.8,201,,organic
4091,2662,page_view,51:46.2,205,,organic
7744,4632,page_view,02:53.7,205,,organic
1288,1171,page_view,04:32.4,102,,social
3221,2201,page_view,11:01.5,205,,social
4092,2662,add_to_cart,11:46.2,205,,organic
6274,3861,page_view,12:56.7,205,,organic
3726,2466,page_view,18:33.7,205,,organic
4093,2662,checkout_start,19:46.2,205,,organic
7745,4632,add_to_cart,19:53.7,205,,organic
4094,2662,payment_info,27:46.2,205,,organic
7746,4632,checkout_start,28:53.7,205,,organic
4095,2662,purchase,30:46.2,205,120.18,organic
9375,5487,page_view,41:32.1,102,,organic
4062,2651,page_view,32:33.6,102,,organic
8946,5253,page_view,37:39.0,201,,organic
4063,2651,add_to_cart,43:33.6,102,,organic
4064,2651,checkout_start,46:33.6,102,,organic
5863,3617,page_view,47:46.7,205,,email
3268,2231,page_view,52:07.9,101,,organic
4065,2651,payment_info,52:33.6,102,,organic
4066,2651,purchase,53:33.6,102,25.04,organic
9121,5347,page_view,07:15.6,101,,organic
5025,3156,page_view,10:15.9,404,,social
10185,5898,page_view,23:57.8,101,,email
2138,1614,page_view,32:56.9,201,,email
10186,5898,add_to_cart,40:57.8,101,,email
5893,3633,page_view,45:30.6,101,,social
10187,5898,checkout_start,45:57.8,101,,email
10188,5898,payment_info,53:57.8,101,,email
3955,2591,page_view,54:40.6,102,,email
10189,5898,purchase,58:57.8,101,24.7,email
8717,5139,page_view,59:34.5,102,,social
9517,5557,page_view,01:51.3,101,,email
3956,2591,add_to_cart,04:40.6,102,,email
8092,4811,page_view,09:10.4,101,,social
3957,2591,checkout_start,11:40.6,102,,email
3451,2329,page_view,13:13.6,305,,email
3020,2098,page_view,13:37.6,404,,paid_ads
3958,2591,payment_info,19:40.6,102,,email
3959,2591,purchase,23:40.6,102,117.22,email
3021,2098,add_to_cart,24:37.6,404,,paid_ads
8562,5067,page_view,25:37.7,404,,email
3022,2098,checkout_start,34:37.6,404,,paid_ads
3023,2098,payment_info,41:37.6,404,,paid_ads
3024,2098,purchase,43:37.6,404,53.57,paid_ads
1896,1482,page_view,45:52.8,205,,organic
1897,1482,add_to_cart,56:52.8,205,,organic
9170,5373,page_view,17:31.6,205,,paid_ads
1633,1353,page_view,24:24.1,404,,organic
3643,2425,page_view,49:22.9,305,,social
8568,5069,page_view,56:58.7,101,,organic
1490,1277,page_view,59:40.6,205,,social
8569,5069,add_to_cart,07:58.7,101,,organic
8570,5069,checkout_start,10:58.7,101,,organic
7136,4335,page_view,12:44.2,102,,organic
3760,2495,page_view,14:48.1,404,,organic
8571,5069,payment_info,16:58.7,101,,organic
6959,4239,page_view,18:32.9,102,,social
8572,5069,purchase,18:58.7,101,37.75,organic
3761,2495,add_to_cart,22:48.1,404,,organic
7198,4362,page_view,30:14.8,102,,organic
3762,2495,checkout_start,30:48.1,404,,organic
3763,2495,payment_info,35:48.1,404,,organic
8283,4910,page_view,38:30.1,102,,paid_ads
3764,2495,purchase,38:48.1,404,199.23,organic
3741,2481,page_view,40:35.5,205,,email
7630,4578,page_view,47:28.6,101,,social
4730,2994,page_view,54:02.3,305,,organic
3189,2188,page_view,11:28.4,101,,paid_ads
3190,2188,add_to_cart,19:28.4,101,,paid_ads
7563,4538,page_view,28:24.6,205,,social
3191,2188,checkout_start,29:28.4,101,,paid_ads
3192,2188,payment_info,34:28.4,101,,paid_ads
9770,5683,page_view,37:16.8,305,,social
4846,3058,page_view,43:58.7,101,,social
2060,1564,page_view,45:37.5,305,,social
10171,5891,page_view,52:46.7,305,,social
2061,1564,add_to_cart,02:37.5,305,,social
2062,1564,checkout_start,05:37.5,305,,social
2670,1916,page_view,05:54.8,305,,social
8920,5242,page_view,19:57.3,101,,organic
8921,5242,add_to_cart,28:57.3,101,,organic
10015,5805,page_view,29:29.4,102,,paid_ads
3859,2542,page_view,30:48.7,404,,social
8922,5242,checkout_start,31:57.3,101,,organic
10016,5805,add_to_cart,41:29.4,102,,paid_ads
10017,5805,checkout_start,50:29.4,102,,paid_ads
2588,1870,page_view,50:32.5,205,,organic
10018,5805,payment_info,55:29.4,102,,paid_ads
10019,5805,purchase,57:29.4,102,156.75,paid_ads
7531,4520,page_view,04:02.8,201,,paid_ads
9791,5694,page_view,07:43.9,201,,email
9899,5754,page_view,08:16.2,101,,social
9792,5694,add_to_cart,09:43.9,201,,email
9793,5694,checkout_start,17:43.9,201,,email
3201,2194,page_view,18:33.8,305,,paid_ads
10323,5970,page_view,28:32.8,101,,email
3202,2194,add_to_cart,31:33.8,305,,paid_ads
3676,2444,page_view,36:45.7,205,,paid_ads
3203,2194,checkout_start,38:33.8,305,,paid_ads
10324,5970,add_to_cart,39:32.8,101,,email
3204,2194,payment_info,40:33.8,305,,paid_ads
5291,3312,page_view,44:23.7,404,,organic
1231,1131,page_view,45:08.4,305,,paid_ads
3205,2194,purchase,45:33.8,305,31.95,paid_ads
10325,5970,checkout_start,47:32.8,101,,email
10326,5970,payment_info,52:32.8,101,,email
10327,5970,purchase,53:32.8,101,41.24,email
3677,2444,add_to_cart,56:45.7,205,,paid_ads
3678,2444,checkout_start,04:45.7,205,,paid_ads
4356,2802,page_view,06:34.6,201,,email
3679,2444,payment_info,11:45.7,205,,paid_ads
5518,3440,page_view,13:43.6,101,,email
3680,2444,purchase,15:45.7,205,158.75,paid_ads
8069,4798,page_view,18:24.3,102,,social
4208,2724,page_view,43:58.4,101,,organic
9241,5419,page_view,46:17.4,201,,organic
6654,4064,page_view,46:29.9,205,,organic
1827,1447,page_view,51:41.6,205,,social
1828,1447,add_to_cart,53:41.6,205,,social
1829,1447,checkout_start,57:41.6,205,,social
1830,1447,payment_info,00:41.6,205,,social
1831,1447,purchase,01:41.6,205,58.03,social
9242,5419,add_to_cart,02:17.4,201,,organic
9243,5419,checkout_start,10:17.4,201,,organic
9244,5419,payment_info,14:17.4,201,,organic
1061,1037,page_view,15:11.4,101,,paid_ads
9245,5419,purchase,16:17.4,201,106.51,organic
1062,1037,add_to_cart,20:11.4,101,,paid_ads
1063,1037,checkout_start,27:11.4,101,,paid_ads
2623,1890,page_view,28:12.6,102,,paid_ads
1064,1037,payment_info,29:11.4,101,,paid_ads
1065,1037,purchase,31:11.4,101,28.68,paid_ads
8413,4981,page_view,34:38.1,305,,social
8414,4981,add_to_cart,39:38.1,305,,social
10344,5980,page_view,43:41.5,101,,social
8415,4981,checkout_start,46:38.1,305,,social
8416,4981,payment_info,49:38.1,305,,social
3437,2319,page_view,50:00.8,205,,organic
5145,3221,page_view,55:11.6,205,,email
5146,3221,add_to_cart,08:11.6,205,,email
4106,2668,page_view,10:04.0,201,,organic
5147,3221,checkout_start,14:11.6,205,,email
5148,3221,payment_info,16:11.6,205,,email
5149,3221,purchase,19:11.6,205,184.18,email
9870,5735,page_view,22:25.9,101,,organic
7483,4499,page_view,30:02.0,102,,paid_ads
7434,4475,page_view,40:50.5,201,,organic
7484,4499,add_to_cart,45:02.0,102,,paid_ads
10035,5816,page_view,57:21.1,101,,paid_ads
4940,3114,page_view,01:57.7,404,,organic
4945,3115,page_view,11:23.1,201,,social
4941,3114,add_to_cart,17:57.7,404,,organic
4942,3114,checkout_start,21:57.7,404,,organic
4317,2779,page_view,23:28.1,102,,social
4943,3114,payment_info,26:57.7,404,,organic
2936,2049,page_view,27:05.6,404,,social
4944,3114,purchase,29:57.7,404,23.25,organic
9485,5538,page_view,44:34.5,305,,email
4487,2863,page_view,50:22.8,201,,paid_ads
9486,5538,add_to_cart,50:34.5,305,,email
8625,5087,page_view,50:43.8,305,,email
9487,5538,checkout_start,54:34.5,305,,email
7109,4323,page_view,56:14.8,201,,social
9488,5538,payment_info,57:34.5,305,,email
9489,5538,purchase,01:34.5,305,45.04,email
5200,3253,page_view,13:23.0,305,,social
3470,2338,page_view,37:20.8,102,,email
5332,3328,page_view,04:59.0,404,,paid_ads
2044,1557,page_view,31:16.2,205,,email
2045,1557,add_to_cart,43:16.2,205,,email
2046,1557,checkout_start,44:16.2,205,,email
5968,3681,page_view,51:00.7,305,,email
2047,1557,payment_info,51:16.2,205,,email
2048,1557,purchase,53:16.2,205,101.45,email
4661,2954,page_view,14:09.3,101,,email
2902,2031,page_view,20:07.7,201,,paid_ads
8545,5055,page_view,26:19.0,305,,organic
2903,2031,add_to_cart,28:07.7,201,,paid_ads
8985,5278,page_view,29:43.3,102,,social
9815,5707,page_view,30:13.7,305,,organic
1682,1379,page_view,42:46.5,102,,email
2572,1863,page_view,01:42.2,404,,organic
2573,1863,add_to_cart,08:42.2,404,,organic
2853,2000,page_view,29:35.4,102,,social
1153,1090,page_view,31:56.5,102,,organic
7855,4685,page_view,32:49.7,404,,social
6474,3971,page_view,34:18.9,305,,social
10021,5807,page_view,36:21.8,102,,social
1154,1090,add_to_cart,40:56.5,102,,organic
5917,3646,page_view,42:50.7,404,,social
1155,1090,checkout_start,45:56.5,102,,organic
1156,1090,payment_info,50:56.5,102,,organic
4796,3031,page_view,51:04.8,404,,organic
1529,1294,page_view,52:24.2,102,,social
1157,1090,purchase,52:56.5,102,53.47,organic
1452,1257,page_view,53:58.3,201,,email
4797,3031,add_to_cart,55:04.8,404,,organic
1453,1257,add_to_cart,58:58.3,201,,email
4798,3031,checkout_start,01:04.8,404,,organic
4799,3031,payment_info,05:04.8,404,,organic
4800,3031,purchase,08:04.8,404,173.18,organic
9772,5685,page_view,30:08.8,404,,organic
7888,4698,page_view,45:39.0,404,,organic
4060,2649,page_view,50:59.1,305,,organic
3407,2304,page_view,01:11.5,101,,email
3156,2173,page_view,21:15.7,205,,organic
8928,5246,page_view,49:58.9,201,,paid_ads
6007,3707,page_view,00:13.1,404,,paid_ads
1858,1460,page_view,02:27.8,101,,organic
8929,5246,add_to_cart,04:58.9,201,,paid_ads
10242,5925,page_view,07:59.3,404,,organic
6008,3707,add_to_cart,10:13.1,404,,paid_ads
1859,1460,add_to_cart,11:27.8,101,,organic
8930,5246,checkout_start,12:58.9,201,,paid_ads
6009,3707,checkout_start,16:13.1,404,,paid_ads
1860,1460,checkout_start,16:27.8,101,,organic
1861,1460,payment_info,19:27.8,101,,organic
8931,5246,payment_info,19:58.9,201,,paid_ads
1234,1134,page_view,20:17.3,205,,organic
1862,1460,purchase,20:27.8,101,89.52,organic
6139,3778,page_view,21:11.0,404,,social
6010,3707,payment_info,21:13.1,404,,paid_ads
8932,5246,purchase,21:58.9,201,109.46,paid_ads
6011,3707,purchase,23:13.1,404,37.38,paid_ads
6140,3778,add_to_cart,35:11.0,404,,social
5790,3587,page_view,37:42.5,101,,social
6141,3778,checkout_start,40:11.0,404,,social
6142,3778,payment_info,42:11.0,404,,social
5791,3587,add_to_cart,42:42.5,101,,social
6143,3778,purchase,44:11.0,404,29.53,social
9280,5442,page_view,46:01.3,205,,organic
4756,3008,page_view,50:28.6,305,,social
5792,3587,checkout_start,50:42.5,101,,social
4757,3008,add_to_cart,55:28.6,305,,social
9267,5436,page_view,55:30.0,201,,social
5793,3587,payment_info,57:42.5,101,,social
2324,1730,page_view,03:57.5,101,,social
4758,3008,checkout_start,04:28.6,305,,social
4759,3008,payment_info,06:28.6,305,,social
4760,3008,purchase,07:28.6,305,91.12,social
5248,3288,page_view,37:58.9,101,,paid_ads
5249,3288,add_to_cart,52:58.9,101,,paid_ads
5250,3288,checkout_start,54:58.9,101,,paid_ads
10068,5833,page_view,06:49.6,102,,paid_ads
3933,2577,page_view,07:38.6,305,,organic
3269,2232,page_view,11:27.1,102,,paid_ads
1771,1416,page_view,23:57.9,201,,social
6155,3782,page_view,39:44.7,205,,paid_ads
1150,1087,page_view,10:08.7,201,,paid_ads
1581,1329,page_view,24:30.7,404,,organic
1582,1329,add_to_cart,28:30.7,404,,organic
3773,2500,page_view,34:15.3,101,,organic
4821,3048,page_view,48:16.9,201,,organic
4822,3048,add_to_cart,53:16.9,201,,organic
2636,1897,page_view,22:43.1,102,,organic
3891,2556,page_view,23:26.0,305,,organic
6593,4031,page_view,24:46.4,404,,organic
3892,2556,add_to_cart,36:26.0,305,,organic
4374,2811,page_view,37:39.5,404,,organic
6594,4031,add_to_cart,37:46.4,404,,organic
6595,4031,checkout_start,39:46.4,404,,organic
6387,3920,page_view,40:45.9,201,,organic
6596,4031,payment_info,42:46.4,404,,organic
6597,4031,purchase,44:46.4,404,142.74,organic
5977,3688,page_view,46:02.7,101,,organic
1200,1116,page_view,50:26.2,205,,organic
6323,3887,page_view,16:53.1,102,,social
8401,4973,page_view,17:31.6,205,,social
7065,4302,page_view,21:32.8,305,,paid_ads
6324,3887,add_to_cart,24:53.1,102,,social
3970,2602,page_view,33:21.7,201,,paid_ads
3971,2602,add_to_cart,36:21.7,201,,paid_ads
2449,1796,page_view,07:49.9,102,,paid_ads
5194,3247,page_view,13:45.3,404,,social
5951,3671,page_view,48:49.6,201,,paid_ads
7518,4512,page_view,50:16.9,305,,social
6966,4242,page_view,56:23.9,205,,email
9633,5615,page_view,13:35.5,201,,organic
6714,4100,page_view,20:43.4,101,,email
6715,4100,add_to_cart,22:43.4,101,,email
5675,3526,page_view,26:48.2,201,,social
10302,5959,page_view,34:20.8,205,,organic
3759,2494,page_view,43:59.7,102,,organic
6218,3826,page_view,47:18.9,201,,social
3774,2501,page_view,10:33.6,102,,organic
10345,5981,page_view,16:01.9,205,,organic
3398,2296,page_view,29:33.3,404,,organic
1759,1411,page_view,41:55.7,201,,social
5942,3667,page_view,46:42.1,101,,social
5943,3667,add_to_cart,55:42.1,101,,social
5944,3667,checkout_start,56:42.1,101,,social
3224,2204,page_view,02:39.8,201,,organic
5945,3667,payment_info,04:42.1,101,,social
5946,3667,purchase,08:42.1,101,35.79,social
7117,4327,page_view,11:05.9,404,,social
2680,1923,page_view,33:48.2,101,,organic
1934,1505,page_view,34:44.6,205,,paid_ads
2681,1923,add_to_cart,35:48.2,101,,organic
1935,1505,add_to_cart,53:44.6,205,,paid_ads
1936,1505,checkout_start,58:44.6,205,,paid_ads
4878,3081,page_view,59:59.2,404,,organic
9931,5768,page_view,01:07.7,102,,email
4879,3081,add_to_cart,04:59.2,404,,organic
5671,3524,page_view,08:50.8,205,,social
9932,5768,add_to_cart,09:07.7,102,,email
4880,3081,checkout_start,11:59.2,404,,organic
6172,3790,page_view,23:22.8,101,,paid_ads
1022,1013,page_view,36:50.2,201,,organic
8460,5007,page_view,58:44.9,305,,organic
1261,1152,page_view,05:50.2,404,,social
1275,1163,page_view,27:32.9,201,,social
8260,4900,page_view,28:22.5,101,,organic
10237,5924,page_view,45:16.0,101,,organic
6541,4006,page_view,45:43.1,201,,organic
10238,5924,add_to_cart,47:16.0,101,,organic
8261,4900,add_to_cart,48:22.5,101,,organic
10239,5924,checkout_start,50:16.0,101,,organic
6542,4006,add_to_cart,50:43.1,201,,organic
8262,4900,checkout_start,57:22.5,101,,organic
10240,5924,payment_info,58:16.0,101,,organic
10373,5998,page_view,00:46.8,205,,organic
10241,5924,purchase,03:16.0,101,75.06,organic
10218,5915,page_view,04:38.0,305,,organic
8263,4900,payment_info,05:22.5,101,,organic
8529,5047,page_view,07:19.6,404,,social
4173,2707,page_view,07:26.2,101,,organic
8264,4900,purchase,09:22.5,101,121.43,organic
10374,5998,add_to_cart,11:46.8,205,,organic
2310,1718,page_view,16:08.8,205,,paid_ads
1176,1101,page_view,23:53.1,102,,social
8530,5047,add_to_cart,27:19.6,404,,social
8531,5047,checkout_start,32:19.6,404,,social
8532,5047,payment_info,38:19.6,404,,social
8533,5047,purchase,39:19.6,404,145.51,social
4404,2829,page_view,45:42.1,101,,social
1136,1080,page_view,06:56.5,205,,social
6845,4177,page_view,24:39.2,205,,organic
9988,5792,page_view,25:14.3,201,,email
9989,5792,add_to_cart,35:14.3,201,,email
9618,5609,page_view,38:32.6,305,,social
9990,5792,checkout_start,40:14.3,201,,email
10131,5864,page_view,41:50.4,201,,organic
6846,4177,add_to_cart,42:39.2,205,,organic
9619,5609,add_to_cart,44:32.6,305,,social
9991,5792,payment_info,48:14.3,201,,email
9992,5792,purchase,49:14.3,201,102.54,email
10200,5907,page_view,50:36.2,102,,paid_ads
10132,5864,add_to_cart,50:50.4,201,,organic
9620,5609,checkout_start,52:32.6,305,,social
10283,5948,page_view,55:25.3,201,,organic
6651,4061,page_view,58:22.1,205,,email
9621,5609,payment_info,59:32.6,305,,social
9622,5609,purchase,01:32.6,305,114.86,social
8456,5004,page_view,11:03.0,404,,social
4558,2908,page_view,29:17.7,205,,paid_ads
9581,5586,page_view,47:17.8,102,,organic
3972,2603,page_view,54:05.8,205,,organic
4417,2835,page_view,56:59.2,101,,organic
4418,2835,add_to_cart,09:59.2,101,,organic
6755,4124,page_view,12:36.0,102,,paid_ads
4419,2835,checkout_start,17:59.2,101,,organic
9031,5300,page_view,19:53.4,205,,organic
6756,4124,add_to_cart,25:36.0,102,,paid_ads
9682,5643,page_view,28:48.5,205,,organic
9032,5300,add_to_cart,34:53.4,205,,organic
9033,5300,checkout_start,35:53.4,205,,organic
4018,2625,page_view,38:06.5,205,,paid_ads
9034,5300,payment_info,39:53.4,205,,organic
4019,2625,add_to_cart,41:06.5,205,,paid_ads
9221,5407,page_view,41:49.1,404,,paid_ads
9881,5741,page_view,42:50.7,102,,paid_ads
9035,5300,purchase,43:53.4,205,106.18,organic
7482,4498,page_view,47:16.7,201,,social
4874,3078,page_view,48:35.9,102,,email
4020,2625,checkout_start,49:06.5,205,,paid_ads
4875,3078,add_to_cart,50:35.9,102,,email
4021,2625,payment_info,55:06.5,205,,paid_ads
4022,2625,purchase,56:06.5,205,84.35,paid_ads
1925,1500,page_view,57:32.1,404,,email
9222,5407,add_to_cart,59:49.1,404,,paid_ads
4747,3002,page_view,00:10.0,305,,organic
8503,5031,page_view,00:23.3,102,,paid_ads
9882,5741,add_to_cart,00:50.7,102,,paid_ads
9883,5741,checkout_start,03:50.7,102,,paid_ads
9223,5407,checkout_start,08:49.1,404,,paid_ads
9516,5556,page_view,11:45.8,205,,email
9224,5407,payment_info,15:49.1,404,,paid_ads
9225,5407,purchase,16:49.1,404,23.58,paid_ads
4748,3002,add_to_cart,18:10.0,305,,organic
4693,2976,page_view,27:40.8,305,,email
6221,3829,page_view,27:42.4,201,,organic
1264,1155,page_view,31:48.4,305,,organic
4694,2976,add_to_cart,33:40.8,305,,email
4695,2976,checkout_start,36:40.8,305,,email
10093,5846,page_view,38:18.3,205,,paid_ads
7443,4480,page_view,41:02.9,101,,social
7580,4546,page_view,42:10.1,404,,paid_ads
4696,2976,payment_info,42:40.8,305,,email
9289,5446,page_view,48:38.6,102,,organic
7101,4321,page_view,50:51.4,404,,email
9104,5336,page_view,51:39.0,102,,organic
7102,4321,add_to_cart,57:51.4,404,,email
7103,4321,checkout_start,58:51.4,404,,email
9290,5446,add_to_cart,59:38.6,102,,organic
9291,5446,checkout_start,00:38.6,102,,organic
2944,2053,page_view,04:35.5,201,,social
3990,2612,page_view,06:42.5,404,,social
5268,3298,page_view,07:30.9,101,,organic
5579,3480,page_view,11:57.8,404,,email
3991,2612,add_to_cart,14:42.5,404,,social
3992,2612,checkout_start,18:42.5,404,,social
